GeneID	log2(FC)
FBgn0266005	-0.841096814035815
FBgn0034354	0.836998592201721
FBgn0031258	-1.08185091443532
FBgn0000299	0.570406589418495
FBgn0035761	0.682068734577127
FBgn0033782	-1.09183419850912
FBgn0037635	-0.90713145402918
FBgn0031689	0.86239831693812
FBgn0036007	0.704514563785947
FBgn0267488	0.603155055110157
FBgn0032029	-0.836202540532338
FBgn0039640	-1.24106483203755
FBgn0027091	-0.622566632165332
FBgn0035266	0.873394146610784
FBgn0031913	-0.716827606962175
FBgn0035727	1.20862678116592
FBgn0035232	-0.554468917127722
FBgn0039098	-0.888102999438846
FBgn0032036	-0.55758229274839
FBgn0001122	0.683571426805426
FBgn0030598	1.33787785376472
FBgn0003074	0.580995962745015
FBgn0031117	0.834531405360783
FBgn0036896	-0.778468240290113
FBgn0039613	-0.542599424513323
FBgn0259821	0.923938281567895
FBgn0032859	-0.489980435485994
FBgn0039886	-0.623354840158864
FBgn0005660	0.86660417684678
FBgn0263041	-1.20135517736992
FBgn0266873	0.59215704396224
FBgn0039776	-0.510851703499902
FBgn0001091	0.617838640413126
FBgn0262579	-0.567990691259724
FBgn0034400	-0.528551419005398
FBgn0010225	-0.488592876324851
FBgn0030349	-0.569767977162931
FBgn0038660	-0.517407681488506
FBgn0033504	-0.671173832529518
FBgn0031516	0.667558449021941
FBgn0015568	0.892371094860829
FBgn0259224	0.956099040692451
FBgn0041629	0.518892318981144
FBgn0032775	-0.716980192109253
FBgn0027348	-0.900872396320613
FBgn0037739	0.732968068769281
FBgn0045852	-0.620682805748127
FBgn0285963	0.515462856944005
FBgn0020248	1.26566552183953
FBgn0029095	-0.489476379040577
FBgn0259111	0.574482478814166
FBgn0013680	1.27422365717705
FBgn0010470	0.453692302579512
FBgn0000079	-1.0004294539613
FBgn0027596	-0.769667995989647
FBgn0001114	-0.536941842679907
FBgn0086906	0.67631595793537
FBgn0013688	1.24428187022906
FBgn0033188	-0.533855461674556
